|   idx | short_name                                         |               start_ns |                 end_ns |    duration_ns |   stream | category             | grid             | block            | reg... | shared_me... | comm_algorithm | comm_si... | transfer_bytes | transfer_kind  | full_name                                                                                                                                                                                                |
|    74 | nvjet_tst_8x64_64x16_4x1_v_bz_TNN                  |       3523299771227596 |       3523299771238636 |          11040 |       23 | compute_kernel       | 48x1x1           | 256x1x1          |    168 |       156168 |                |            |                |                | nvjet_tst_8x64_64x16_4x1_v_bz_TNN                                                                                                                                                                        |
|    75 | void vllm::cvt_fp16_to_fp4<__nv_bfloat16, false... |       3523299771227628 |       3523299771230124 |           2496 |     5518 | compute_kernel       | 128x1x1          | 448x1x1          |     31 |            0 |                |            |                |                | void vllm::cvt_fp16_to_fp4<__nv_bfloat16, false>(int, int, int, __nv_bfloat16 const*, float const*, unsigned int*, unsigned int*)                                                                        |
|    76 | _ZN7cutlass13device_kernelIN10flashinfer4gemm57... |       3523299771230316 |       3523299771239628 |           9312 |     5518 | compute_kernel       | 1x8x1            | 256x1x1          |     81 |       218112 |                |            |                |                | _ZN7cutlass13device_kernelIN10flashinfer4gemm57DeviceGemmFp4GemmSm100___nv_bfloat16_128_64_128_1_2_1_1SM12Sm10x11xOnlyINS_4gemm6kernel13GemmUniversalIN4cute5tupleIJiiiiEEENS5_10collective13Collecti... |
|    77 | void vllm::cvt_fp16_to_fp4_sf_major<__nv_bfloat... |       3523299771239084 |       3523299771241644 |           2560 |       23 | compute_kernel       | 1x1x1            | 448x1x1          |     29 |            0 |                |            |                |                | void vllm::cvt_fp16_to_fp4_sf_major<__nv_bfloat16, false>(int, int, int, __nv_bfloat16 const*, float const*, unsigned int*, unsigned int*)                                                               |
|    78 | triton_poi_fused_mul_silu_slice_0                  |       3523299771240108 |       3523299771241836 |           1728 |     5518 | compute_kernel       | 1x1x1            | 128x1x1          |     16 |            0 |                |            |                |                | triton_poi_fused_mul_silu_slice_0                                                                                                                                                                        |
|    79 | void at::native::vectorized_elementwise_kernel<... |       3523299771241964 |       3523299771244268 |           2304 |       23 | compute_kernel       | 1x1x1            | 128x1x1          |     32 |            0 |                |            |                |                | void at::native::vectorized_elementwise_kernel<8, at::native::bfloat16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::bfloat16_copy_kernel_c... |
|    80 | void vllm::cvt_fp16_to_fp4<__nv_bfloat16, false... |       3523299771242284 |       3523299771243948 |           1664 |     5518 | compute_kernel       | 128x1x1          | 16x1x1           |     31 |            0 |                |            |                |                | void vllm::cvt_fp16_to_fp4<__nv_bfloat16, false>(int, int, int, __nv_bfloat16 const*, float const*, unsigned int*, unsigned int*)                                                                        |
|    81 | _ZN7cutlass13device_kernelIN10flashinfer4gemm58... |       3523299771243948 |       3523299771248620 |           4672 |     5518 | compute_kernel       | 1x56x1           | 256x1x1          |    109 |       201728 |                |            |                |                | _ZN7cutlass13device_kernelIN10flashinfer4gemm58DeviceGemmFp4GemmSm100___nv_bfloat16_128_128_256_1_2_1_1SM12Sm10x11xOnlyINS_4gemm6kernel13GemmUniversalIN4cute5tupleIJiiiiEEENS5_10collective13Collect... |
|    82 | void at::native::unrolled_elementwise_kernel<at... |       3523299771244908 |       3523299771250220 |           5312 |       23 | compute_kernel       | 1x1x1            | 128x1x1          |     30 |            0 |                |            |                |                | void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std... |
|    83 | void moe::dev::routing::routingDeepSeek::routin... |       3523299771250220 |       3523299771254796 |           4576 |       23 | compute_kernel       | 1x1x1            | 384x1x1          |     32 |         3296 |                |            |                |                | void moe::dev::routing::routingDeepSeek::routingMainKernel<moe::dev::routing::routingDeepSeek::KernelParams<float, __nv_bfloat16, __nv_bfloat16, 384, 8, false, true, true> >(moe::dev::routing::rout... |
|    84 | void moe::dev::routing::routingDeepSeek::routin... |       3523299771251660 |       3523299771257068 |           5408 |       23 | compute_kernel       | 8x1x1            | 384x1x1          |     40 |         3200 |                |            |                |                | void moe::dev::routing::routingDeepSeek::routingIndicesClusterKernel<moe::dev::routing::routingDeepSeek::KernelParams<float, __nv_bfloat16, __nv_bfloat16, 384, 8, false, true, true> >(moe::dev::rou... |
|    85 | bmm_E2m1_E2m1E2m1_Fp32_bA16_bB16_bC16_t128x8x51... |       3523299771256876 |       3523299771266252 |           9376 |       23 | compute_kernel       | 4x8x1            | 512x1x1          |    128 |       202240 |                |            |                |                | bmm_E2m1_E2m1E2m1_Fp32_bA16_bB16_bC16_t128x8x512u2_s5_et128x8_m128x8x64_cga1x1x1_16dp256b_rM_TN_transOut_schedS_biasM_bN_ldgsts_tmaOpt_clmp_swiGlu_dynBatch_sm100f                                       |
|    86 | bmm_Bfloat16_E2m1E2m1_Fp32_bA16_bB16_t128x8x256... |       3523299771262380 |       3523299771270060 |           7680 |       23 | compute_kernel       | 56x8x1           | 512x1x1          |    128 |       124672 |                |            |                |                | bmm_Bfloat16_E2m1E2m1_Fp32_bA16_bB16_t128x8x256_s6_et128x8_m128x8x64_cga1x1x1_16dp256b_rM_TN_transOut_schedP2x1x2x3_biasM_bN_tmaOpt_clmp_dynBatch_sm100f                                                 |
|    87 | void moe::dev::finalize::finalizeKernel<moe::de... |       3523299771268524 |       3523299771272844 |           4320 |       23 | compute_kernel       | 28x1x1           | 256x1x1          |     32 |            0 |                |            |                |                | void moe::dev::finalize::finalizeKernel<moe::dev::finalize::KernelParams<cutlass::bfloat16_t, cutlass::bfloat16_t, 4, true> >(moe::dev::finalize::KernelParams<cutlass::bfloat16_t, cutlass::bfloat16... |
|    88 | triton_poi_fused_add_mul_0                         |       3523299771273196 |       3523299771274572 |           1376 |       23 | compute_kernel       | 7x1x1            | 128x1x1          |     26 |            0 |                |            |                |                | triton_poi_fused_add_mul_0                                                                                                                                                                               |
|    89 | void flashinfer::trtllm_allreduce_fusion::allre... |       3523299771274636 |       3523299771281708 |           7072 |       23 | communication        | 4x1x1            | 224x1x1          |     62 |          136 | oneshot        |          8 |                |                | void flashinfer::trtllm_allreduce_fusion::allreduce_fusion_kernel_oneshot_lamport<(flashinfer::trtllm_allreduce_fusion::AllReduceFusionPattern)1, __nv_bfloat16, 8, true, true>(flashinfer::trtllm_al... |
|    90 | nvjet_tst_16x64_64x16_4x1_v_bz_TNN                 |       3523299771282060 |       3523299771299148 |          17088 |       23 | compute_kernel       | 132x1x1          | 256x1x1          |    168 |       172552 |                |            |                |                | nvjet_tst_16x64_64x16_4x1_v_bz_TNN                                                                                                                                                                       |
